uuid,_source,_target,type,name,desc,access_type,influence_strength
CxnDef.-4EZrDfXzwF1-q-L,id-ed8fba0a-5cdd-11ec-288d-0050568b5c9f,id-9f4ac8a1-5ce4-11ec-288d-0050568b5c9f,Aggregation,,,,
CxnDef.-3uWSQyse6nN-q-L,id-ed8fba0a-5cdd-11ec-288d-0050568b5c9f,id-ed8fba01-5cdd-11ec-288d-0050568b5c9f,Aggregation,,,,
CxnDef.o1OaFddgNd-q-L,id-9886aff4-617e-11ec-19b9-0050568bdf9a,id-5e9c1011-6cc3-11ea-069d-0050568ba1eb,Association,,,,
CxnDef.4UvhrGXRUA--q-L,id-a2683afa-962c-11ec-0ac0-0050568b2437,id-a2683b09-962c-11ec-0ac0-0050568b2437,Aggregation,,,,
CxnDef.-4EVDn2Ea1ha-q-L,id-a2683afa-962c-11ec-0ac0-0050568b2437,id-a2683b02-962c-11ec-0ac0-0050568b2437,Realization,,,,
CxnDef.MJSkZ78quZ-q-L,id-5013af7a-2ab4-11ec-3eca-0050568bdf9a,id-ec467db4-2b30-11ec-3eca-0050568bdf9a,Aggregation,,,,
CxnDef.5-6DwCehy6C-q-L,id-5013af7a-2ab4-11ec-3eca-0050568bdf9a,id-ec467de1-2b30-11ec-3eca-0050568bdf9a,Aggregation,,,,
CxnDef.50x-NnhwopB-q-L,id-5013af7a-2ab4-11ec-3eca-0050568bdf9a,id-5013af77-2ab4-11ec-3eca-0050568bdf9a,Aggregation,,,,
CxnDef.3kSNayEyvGa-q-L,id-5013af7a-2ab4-11ec-3eca-0050568bdf9a,id-ec467dbb-2b30-11ec-3eca-0050568bdf9a,Aggregation,,,,
CxnDef.-2AIjd4RUpdf-q-L,id-5013af7a-2ab4-11ec-3eca-0050568bdf9a,id-ec467db0-2b30-11ec-3eca-0050568bdf9a,Aggregation,,,,
CxnDef.-1nMudvu5EzL-q-L,id-5013af7a-2ab4-11ec-3eca-0050568bdf9a,id-ec467db8-2b30-11ec-3eca-0050568bdf9a,Aggregation,,,,
CxnDef.6TVsVRBPoSA-q-L,id-5013af7a-2ab4-11ec-3eca-0050568bdf9a,id-bdb4d710-a33d-11eb-05d0-0050568b5c9f,Serving,,,,
CxnDef.-1rOpr712ISt-q-L,id-5013af7a-2ab4-11ec-3eca-0050568bdf9a,id-ec467dd2-2b30-11ec-3eca-0050568bdf9a,Aggregation,,,,
CxnDef.-2FpzSO6y3AU-q-L,id-89930c82-4eb7-11ec-19af-0050568bdf9a,id-ec467db0-2b30-11ec-3eca-0050568bdf9a,Realization,,,,
CxnDef.5B9ZtE8ngBH-q-L,id-89930c82-4eb7-11ec-19af-0050568bdf9a,id-db672218-1640-11ec-4d13-0050568b5c9f,Aggregation,,,,
CxnDef.-7gVjrt_A4SH-q-L,id-89930c82-4eb7-11ec-19af-0050568bdf9a,id-db672216-1640-11ec-4d13-0050568b5c9f,Aggregation,,,,
CxnDef.-4LRkk3s0M9C-q-L,id-db672223-1640-11ec-4d13-0050568b5c9f,id-db672225-1640-11ec-4d13-0050568b5c9f,Serving,,,,
CxnDef.1drGtZ7QRKB-q-L,id-0f093e7f-2b43-11ec-3ecc-0050568bdf9a,id-0f093e82-2b43-11ec-3ecc-0050568bdf9a,Aggregation,,,,
CxnDef.5VAsikUngC5-q-L,id-67a9162b-4ebe-11ec-19af-0050568bdf9a,id-53ac1cad-2aad-11ec-3eca-0050568bdf9a,Association,,,,
CxnDef.7WxnaCpuF-l-q-L,id-bf69c4d8-6184-11ec-19b9-0050568bdf9a,id-0b8c3351-dce1-11e8-4239-0050568bc76d,Serving,,,,
CxnDef.5SU4H8BzjJQ-q-L,id-bf69c4d8-6184-11ec-19b9-0050568bdf9a,id-9886afe0-617e-11ec-19b9-0050568bdf9a,Aggregation,,,,
CxnDef.-1PwT5qIVZtP-q-L,id-bf69c4d8-6184-11ec-19b9-0050568bdf9a,id-9886aff1-617e-11ec-19b9-0050568bdf9a,Aggregation,,,,
CxnDef.-2Kyx6mdjvRL-q-L,id-bf69c4d8-6184-11ec-19b9-0050568bdf9a,id-9886aff4-617e-11ec-19b9-0050568bdf9a,Aggregation,,,,
CxnDef.-3cq5xStRlFQ-q-L,id-5013af77-2ab4-11ec-3eca-0050568bdf9a,id-227ac4a1-dce6-11e8-4239-0050568bc76d,Serving,,,,
CxnDef.4LqxmFiJuTp-q-L,id-89930c66-4eb7-11ec-19af-0050568bdf9a,id-ca860868-17af-11ec-4d13-0050568b5c9f,Association,,,,
CxnDef.6-9EgohDwqW-q-L,id-ec467ddf-2b30-11ec-3eca-0050568bdf9a,id-adbe19f3-3887-11ec-3ed2-0050568bdf9a,Aggregation,,,,
CxnDef.-5N8Wh9ysmVu-q-L,id-ec467ddf-2b30-11ec-3eca-0050568bdf9a,id-0f093e72-2b43-11ec-3ecc-0050568bdf9a,Aggregation,,,,
CxnDef.4X-3RzQs5mi-q-L,id-ec467ddf-2b30-11ec-3eca-0050568bdf9a,id-0f093e79-2b43-11ec-3ecc-0050568bdf9a,Aggregation,,,,
CxnDef.4s9YxlxYmIk-q-L,id-ec467ddf-2b30-11ec-3eca-0050568bdf9a,id-0f093e7f-2b43-11ec-3ecc-0050568bdf9a,Aggregation,,,,
CxnDef.61JDWzE4f74-q-L,id-ec467ddf-2b30-11ec-3eca-0050568bdf9a,id-ec467de1-2b30-11ec-3eca-0050568bdf9a,Realization,,,,
CxnDef.2mDSTnej5N1-q-L,id-aa69d8e1-46f8-11ec-4d17-0050568b5c9f,id-0f093e79-2b43-11ec-3ecc-0050568bdf9a,Association,,,,
CxnDef.-2hS0JIhs6W8-q-L,id-aa69d8e1-46f8-11ec-4d17-0050568b5c9f,id-ed8fba01-5cdd-11ec-288d-0050568b5c9f,Association,,,,
CxnDef.-4VDrH8XkWup-q-L,id-aa69d8e1-46f8-11ec-4d17-0050568b5c9f,id-b03da277-2ab1-11ec-3eca-0050568bdf9a,Association,,,,
CxnDef.5wJigoHuwpX-q-L,id-aa69d8e1-46f8-11ec-4d17-0050568b5c9f,id-8ae60e59-1645-11ec-4d13-0050568b5c9f,Association,,,,
CxnDef.-6lqE_GtCTmY-q-L,id-aa69d8e1-46f8-11ec-4d17-0050568b5c9f,id-0f093e79-2b43-11ec-3ecc-0050568bdf9a,Association,,,,
CxnDef.1oY18vEfpE-q-L,id-aa69d8e1-46f8-11ec-4d17-0050568b5c9f,id-adbe19e5-3887-11ec-3ed2-0050568bdf9a,Association,,,,
CxnDef.-CDagEQ8Q44-q-L,id-aa69d8e1-46f8-11ec-4d17-0050568b5c9f,id-53ac1cad-2aad-11ec-3eca-0050568bdf9a,Association,,,,
CxnDef.-3cB1f75j0-w-q-L,id-aa69d8e1-46f8-11ec-4d17-0050568b5c9f,id-ed8fba01-5cdd-11ec-288d-0050568b5c9f,Association,,,,
CxnDef.61KdeiKRwBb-q-L,id-aa69d8e1-46f8-11ec-4d17-0050568b5c9f,id-adbe19f3-3887-11ec-3ed2-0050568bdf9a,Association,,,,
CxnDef.-5iNgULv-_49-q-L,id-b5b36740-5f3d-11ec-288d-0050568b5c9f,id-8083d211-7db4-11eb-586f-0050568bd295,Aggregation,,,,
CxnDef.-3cHFB5Wstnr-q-L,id-b5b36740-5f3d-11ec-288d-0050568b5c9f,id-9886aff1-617e-11ec-19b9-0050568bdf9a,Realization,,,,
CxnDef.6dddyI5XL1v-q-L,id-89930c63-4eb7-11ec-19af-0050568bdf9a,id-db672228-1640-11ec-4d13-0050568b5c9f,Association,,,,
CxnDef.-4SoDPq49EmS-q-L,id-67a91625-4ebe-11ec-19af-0050568bdf9a,id-b03da250-2ab1-11ec-3eca-0050568bdf9a,Association,,,,
CxnDef.-3Pnvt2mzAF4-q-L,id-49be8327-84d7-11ec-289a-0050568b5c9f,id-49be8339-84d7-11ec-289a-0050568b5c9f,Association,,,,
CxnDef.-b2Nt59Kr13-q-L,id-49be8327-84d7-11ec-289a-0050568b5c9f,id-49bc3935-84d7-11ec-289a-0050568b5c9f,Assignment,,,,
CxnDef.h5HhLBUFYT-q-L,id-49bc3939-84d7-11ec-289a-0050568b5c9f,id-49be8321-84d7-11ec-289a-0050568b5c9f,Assignment,,,,
CxnDef.75Ce2Mta8i7-q-L,id-49bc3939-84d7-11ec-289a-0050568b5c9f,id-49be8339-84d7-11ec-289a-0050568b5c9f,Association,,,,
CxnDef.4hHvg90aVfO-q-L,id-49be8323-84d7-11ec-289a-0050568b5c9f,id-49bc3937-84d7-11ec-289a-0050568b5c9f,Assignment,,,,
CxnDef.-32w2q9dGxrP-q-L,id-49be8323-84d7-11ec-289a-0050568b5c9f,id-49be8339-84d7-11ec-289a-0050568b5c9f,Association,,,,
CxnDef.-71rHaUTBC6Z-q-L,id-49be832d-84d7-11ec-289a-0050568b5c9f,id-49be8329-84d7-11ec-289a-0050568b5c9f,Assignment,,,,
CxnDef.3N1U1_jgcgL-q-L,id-49be832d-84d7-11ec-289a-0050568b5c9f,id-49be8339-84d7-11ec-289a-0050568b5c9f,Association,,,,
CxnDef.-K-J11zT6zM-q-L,id-49be832b-84d7-11ec-289a-0050568b5c9f,id-49be8339-84d7-11ec-289a-0050568b5c9f,Association,,,,
CxnDef.-7vtUY8kVWKM-q-L,id-49be832b-84d7-11ec-289a-0050568b5c9f,id-49be8325-84d7-11ec-289a-0050568b5c9f,Assignment,,,,
CxnDef.4m_p8571xf_-q-L,id-28f1be8a-802c-11eb-32fd-0050568bdf9a,id-29aa6470-7833-11eb-05d0-0050568b5c9f,Realization,,,,
CxnDef.-2dM4-SZcEcO-q-L,id-cd1371c0-9902-11eb-32fd-0050568bdf9a,id-2ae1f7d0-3614-11eb-32fd-0050568bdf9a,Assignment,,,,
CxnDef.-49ULIfgn4w-q-L,id-cd1371c0-9902-11eb-32fd-0050568bdf9a,id-609c29b4-e619-11eb-0120-0050568b5c9f,Assignment,,,,
CxnDef.-6a5g3CNU_x7-q-L,id-cd1371c0-9902-11eb-32fd-0050568bdf9a,id-5ba6f6da-acbc-11eb-32fd-0050568bdf9a,Assignment,,,,
CxnDef.-3fTt7GfyR-F-q-L,id-cd1371c0-9902-11eb-32fd-0050568bdf9a,id-28be5acd-ad98-11eb-05d0-0050568b5c9f,Assignment,,,,
CxnDef.-65KJzbb9nrr-q-L,id-cd1371c0-9902-11eb-32fd-0050568bdf9a,id-9280f596-96c9-11eb-05d0-0050568b5c9f,Assignment,,,,
CxnDef.-2FiZEq_Xpgj-q-L,id-cd1371c0-9902-11eb-32fd-0050568bdf9a,id-d507ac1e-073e-11ed-145a-0a0027000004,Assignment,,,,
CxnDef.-38jt0V2GL7n-q-L,id-cd1371c0-9902-11eb-32fd-0050568bdf9a,id-eea6091c-b8a7-11eb-05d0-0050568b5c9f,Assignment,,,,
CxnDef.57AiJNnqirY-q-L,id-cd1371c0-9902-11eb-32fd-0050568bdf9a,id-252118ef-990e-11eb-32fd-0050568bdf9a,Assignment,,,,
CxnDef.-4Sk_t6xJ5_n-q-L,id-cd1371c0-9902-11eb-32fd-0050568bdf9a,id-eea6091e-b8a7-11eb-05d0-0050568b5c9f,Assignment,,,,
CxnDef.4A3J38MU_cR-q-L,id-cd1371c0-9902-11eb-32fd-0050568bdf9a,id-046e456a-ad95-11eb-05d0-0050568b5c9f,Assignment,,,,
CxnDef.2Us3qYs_0YX-q-L,id-cd1371c0-9902-11eb-32fd-0050568bdf9a,id-3afd6a1e-9903-11eb-32fd-0050568bdf9a,Assignment,,,,
CxnDef.5ZsFvBDLy_L-q-L,id-cd1371c0-9902-11eb-32fd-0050568bdf9a,id-4dc32425-c769-11eb-32fd-0050568bdf9a,Assignment,,,,
CxnDef.-4kfyZBIz3dB-q-L,id-cd1371c0-9902-11eb-32fd-0050568bdf9a,id-7beff905-3e46-11ec-3ed3-0050568bdf9a,Assignment,,,,
CxnDef.-5uwNpaM6lfI-q-L,id-cd1371c0-9902-11eb-32fd-0050568bdf9a,id-4bbe7570-f23e-11ec-1459-0a0027000004,Assignment,,,,
CxnDef.39T9ndrO1O2-q-L,id-cd1371c0-9902-11eb-32fd-0050568bdf9a,id-4dc32423-c769-11eb-32fd-0050568bdf9a,Assignment,,,,
CxnDef.-eiBKV7j8py-q-L,id-cd1371c0-9902-11eb-32fd-0050568bdf9a,id-85c184d3-a43b-11eb-32fd-0050568bdf9a,Assignment,,,,
CxnDef.-2ZOftarKoNK-q-L,id-cd1371c0-9902-11eb-32fd-0050568bdf9a,id-086b83b6-29fa-11ed-71c6-0050568bd88a,Assignment,,,,
CxnDef.6Dez9jNDCLd-q-L,id-cd1371c0-9902-11eb-32fd-0050568bdf9a,id-cd1371e2-9902-11eb-32fd-0050568bdf9a,Assignment,,,,
CxnDef.1Iaj8tnvxNp-q-L,id-cd1371c0-9902-11eb-32fd-0050568bdf9a,id-45f7cf88-b705-11eb-32fd-0050568bdf9a,Assignment,,,,
CxnDef.6fA2Hco_hXW-q-L,id-cd1371c0-9902-11eb-32fd-0050568bdf9a,id-5473d415-2f23-11eb-05d0-0050568b5c9f,Assignment,,,,
CxnDef.6Y4Tsxmdwgn-q-L,id-cd1371c0-9902-11eb-32fd-0050568bdf9a,id-88d4bcb9-e644-11eb-0120-0050568b5c9f,Assignment,,,,
CxnDef.1SIv2Tvy2d0-q-L,id-cd1371c0-9902-11eb-32fd-0050568bdf9a,id-95aaa6cf-073a-11ed-145a-0a0027000004,Assignment,,,,
CxnDef.6a4gOQB6x1j-q-L,id-cd1371c0-9902-11eb-32fd-0050568bdf9a,id-acfdf5c6-f61a-11ec-1459-0a0027000004,Assignment,,,,
CxnDef.-5-tHQADq6Ny-q-L,id-cd1371c0-9902-11eb-32fd-0050568bdf9a,id-718067e7-e09d-11eb-2ade-0050568bdf9a,Assignment,,,,
CxnDef.-72dXDIZIXsB-q-L,id-cd1371c0-9902-11eb-32fd-0050568bdf9a,id-5473d418-2f23-11eb-05d0-0050568b5c9f,Assignment,,,,
CxnDef.-1S2T1drQsgs-q-L,id-cd1371c0-9902-11eb-32fd-0050568bdf9a,id-ac48eae3-acb5-11eb-32fd-0050568bdf9a,Assignment,,,,
CxnDef.7Cy9yssG1TU-q-L,id-91a5e170-de66-11eb-3907-0050568b5c9f,id-c8809a02-0cc3-11ec-4d12-0050568b5c9f,Realization,,,,
CxnDef.7iITHSl-l_f-q-L,id-ecebdc92-d97a-11eb-2add-0050568bdf9a,id-28f1be6c-802c-11eb-32fd-0050568bdf9a,Realization,,,,
CxnDef.-z8EA-XVm_s-q-L,id-0460e839-7aae-11eb-32fd-0050568bdf9a,id-b139fd78-5848-11ec-19b8-0050568bdf9a,Specialization,,,,
CxnDef.3D_nSWaLfi_-q-L,id-b7f66ce0-ea22-11eb-0121-0050568b5c9f,id-e0120511-7533-11e9-1711-0050568ba1eb,Composition,,,,
CxnDef.-3mJXyFiSpwb-q-L,id-718067f4-e09d-11eb-2ade-0050568bdf9a,id-385d18a9-990a-11eb-32fd-0050568bdf9a,Composition,,,,
CxnDef.-6raaMk4eoXW-q-L,id-d0369ff0-f6bf-11ec-145a-0a0027000004,id-d0369fff-f6bf-11ec-145a-0a0027000004,Realization,,,,
CxnDef.--oqi0uY5um-q-L,id-d0369ff0-f6bf-11ec-145a-0a0027000004,id-d0369ff4-f6bf-11ec-145a-0a0027000004,Access,,,,
CxnDef.4caCNyzldMr-q-L,id-d0369ff0-f6bf-11ec-145a-0a0027000004,id-2e154f60-0cc2-11ec-4d12-0050568b5c9f,Access,,,,
CxnDef.-4RSshAmUHk4-q-L,id-1bed28f2-cd05-11eb-32fd-0050568bdf9a,id-eea60922-b8a7-11eb-05d0-0050568b5c9f,Assignment,,,,
CxnDef.2Ei60dDz_XJ-q-L,id-90d0d511-7ab0-11eb-32fd-0050568bdf9a,id-b139fd78-5848-11ec-19b8-0050568bdf9a,Specialization,,,,
CxnDef.5hVfJgLnSBa-q-L,id-79add5cd-3e30-11eb-32fd-0050568bdf9a,id-6c15197e-0a22-11eb-4ee3-0050568b5c9f,Realization,,,,
CxnDef.-72xqFUSq4vr-q-L,id-2e470586-c53f-11eb-32fd-0050568bdf9a,id-ac48ead0-acb5-11eb-32fd-0050568bdf9a,Assignment,,,,
CxnDef.HUVN7TAHaB-q-L,id-1f086846-4053-11eb-32fd-0050568bdf9a,id-6c15197e-0a22-11eb-4ee3-0050568b5c9f,Realization,,,,
CxnDef.-5SltkiwGdjk-q-L,id-79add5ca-3e30-11eb-32fd-0050568bdf9a,id-6c15197e-0a22-11eb-4ee3-0050568b5c9f,Realization,,,,
CxnDef.2EHR8DP5dyA-q-L,id-3f8af8a1-e897-11eb-0120-0050568b5c9f,id-ec7ae757-e899-11eb-0120-0050568b5c9f,Association,,,,
CxnDef.21gslesa6Hz-q-L,id-3f8af8a1-e897-11eb-0120-0050568b5c9f,id-3f8af885-e897-11eb-0120-0050568b5c9f,Realization,,,,
CxnDef.vLPvgGwr77-q-L,id-0460e828-7aae-11eb-32fd-0050568bdf9a,id-b139fd78-5848-11ec-19b8-0050568bdf9a,Specialization,,,,
CxnDef.3pKZC9deNdR-q-L,id-718067e5-e09d-11eb-2ade-0050568bdf9a,id-90d0d517-7ab0-11eb-32fd-0050568bdf9a,Aggregation,,,,
CxnDef.-7q8q3Ct3yS--q-L,id-718067e5-e09d-11eb-2ade-0050568bdf9a,id-cd675cb2-0a40-11eb-4ee3-0050568b5c9f,Realization,,,,
CxnDef.-SB-50T7gnQ-q-L,id-609c29b4-e619-11eb-0120-0050568b5c9f,id-706ab996-e09a-11eb-2ade-0050568bdf9a,Realization,,,,
CxnDef.zpLDm9OjRd-q-L,id-609c29b4-e619-11eb-0120-0050568b5c9f,id-269ae830-d351-11eb-2add-0050568bdf9a,Access,,,,
CxnDef.-38i_oUdg9rG-q-L,id-609c29b4-e619-11eb-0120-0050568b5c9f,id-e3e1a84d-1797-11ec-4d13-0050568b5c9f,Access,,,,
CxnDef.-1RK_EeA4PCa-q-L,id-074b893f-b6ec-11eb-32fd-0050568bdf9a,id-85c184d7-a43b-11eb-32fd-0050568bdf9a,Assignment,,,,
CxnDef.6e7H9OyAI1P-q-L,id-252118fc-990e-11eb-32fd-0050568bdf9a,id-cd1371c5-9902-11eb-32fd-0050568bdf9a,Assignment,,,,
CxnDef.-4NS17JExv0A-q-L,id-1eaba048-c43f-11eb-32fd-0050568bdf9a,id-ed51b59d-0a3d-11eb-4ee3-0050568b5c9f,Realization,,,,
CxnDef.6y8wsyXK5qb-q-L,id-1f086848-4053-11eb-32fd-0050568bdf9a,id-6c15197e-0a22-11eb-4ee3-0050568b5c9f,Realization,,,,
CxnDef.-6z80_N3IrBU-q-L,id-e15304dd-e889-11eb-0120-0050568b5c9f,id-e15304d0-e889-11eb-0120-0050568b5c9f,Realization,,,,
CxnDef.5DTT9Rqix6Y-q-L,id-e15304dd-e889-11eb-0120-0050568b5c9f,id-1e0ef98b-e88e-11eb-0120-0050568b5c9f,Association,,,,
CxnDef.-2AKlE5I67B-q-L,id-e089b840-25d0-11ec-4d14-0050568b5c9f,id-b02e7830-9cf8-11eb-05d0-0050568b5c9f,Assignment,,,,
CxnDef.-3mxqddeXFwR-q-L,id-718067e9-e09d-11eb-2ade-0050568bdf9a,id-718067e5-e09d-11eb-2ade-0050568bdf9a,Assignment,,,,
CxnDef.-2laAD8pmPyG-q-L,id-718067e9-e09d-11eb-2ade-0050568bdf9a,id-d56fdaf0-1a9c-11eb-4ee3-0050568b5c9f,Assignment,,,,
CxnDef.4crEkUQsj05-q-L,id-718067e9-e09d-11eb-2ade-0050568bdf9a,id-2d516650-1e36-11ed-71c6-0050568bd88a,Assignment,,,,
CxnDef.1pyKbvTHOv7-q-L,id-718067e9-e09d-11eb-2ade-0050568bdf9a,id-d507ac1c-073e-11ed-145a-0a0027000004,Assignment,,,,
CxnDef.-3_1QHZil1KK-q-L,id-718067e9-e09d-11eb-2ade-0050568bdf9a,id-d56fdaf8-1a9c-11eb-4ee3-0050568b5c9f,Assignment,,,,
CxnDef.-5pWhqY5CqY3-q-L,id-718067e9-e09d-11eb-2ade-0050568bdf9a,id-d0369fff-f6bf-11ec-145a-0a0027000004,Assignment,,,,
CxnDef.7rhmBiSE8K9-q-L,id-718067e9-e09d-11eb-2ade-0050568bdf9a,id-95aaa6cd-073a-11ed-145a-0a0027000004,Assignment,,,,
CxnDef.-4shKmoJsR-o-q-L,id-718067e9-e09d-11eb-2ade-0050568bdf9a,id-b2369a29-1e3b-11ed-71c6-0050568bd88a,Assignment,,,,
CxnDef.2pdQEuGRsAZ-q-L,id-718067e9-e09d-11eb-2ade-0050568bdf9a,id-d56fdafc-1a9c-11eb-4ee3-0050568b5c9f,Assignment,,,,
CxnDef.-5aQ-8OdQsER-q-L,id-718067e9-e09d-11eb-2ade-0050568bdf9a,id-96ce3c17-3e40-11ec-3ed3-0050568bdf9a,Assignment,,,,
CxnDef.-1VrSSu7kU7l-q-L,id-e27aefcd-a43d-11eb-32fd-0050568bdf9a,id-385d1897-990a-11eb-32fd-0050568bdf9a,Association,,,,
CxnDef.4Vd5WFVkPOs-q-L,id-e27aefcd-a43d-11eb-32fd-0050568bdf9a,id-1aca3d9a-b6f0-11eb-32fd-0050568bdf9a,Composition,,,,
CxnDef.-50zWMCBdUXj-q-L,id-e27aefcd-a43d-11eb-32fd-0050568bdf9a,id-d6c9331f-edf2-11ea-4ee3-0050568b5c9f,Assignment,,,,
CxnDef.-WOHcB-uOpX-q-L,id-1bed28f0-cd05-11eb-32fd-0050568bdf9a,id-eea60922-b8a7-11eb-05d0-0050568b5c9f,Assignment,,,,
CxnDef.5me93CyTt0k-q-L,id-1bed28f0-cd05-11eb-32fd-0050568bdf9a,id-4c3e88b7-acca-11eb-32fd-0050568bdf9a,Assignment,,,,
CxnDef.-1wutoMM8zK9-q-L,id-5473d418-2f23-11eb-05d0-0050568b5c9f,id-d6563ff4-354e-11eb-32fd-0050568bdf9a,Access,,,,
CxnDef.2nTqHxnd25m-q-L,id-5473d418-2f23-11eb-05d0-0050568b5c9f,id-a6c98b60-f8fe-11eb-59f8-0050568bdf9a,Triggering,,,,
CxnDef.-lcNnOJTsja-q-L,id-5473d418-2f23-11eb-05d0-0050568b5c9f,id-c5c1c9c0-d353-11eb-2add-0050568bdf9a,Realization,,,,
CxnDef.7-xRHfQ3BoY-q-L,id-5473d418-2f23-11eb-05d0-0050568b5c9f,id-269ae830-d351-11eb-2add-0050568bdf9a,Access,,,,
CxnDef.3lBSWMYe929-q-L,id-eea60920-b8a7-11eb-05d0-0050568b5c9f,id-cd675cb2-0a40-11eb-4ee3-0050568b5c9f,Realization,,,,
CxnDef.-4BsBjtJx0CV-q-L,id-cfeac3cc-1794-11eb-4ee3-0050568b5c9f,id-34b22ad5-0a38-11eb-4ee3-0050568b5c9f,Realization,,,,
CxnDef.4nenijMq7tn-q-L,id-46a699b8-8029-11eb-32fd-0050568bdf9a,id-b139fd78-5848-11ec-19b8-0050568bdf9a,Specialization,,,,
CxnDef.-6CbQ1rXCI2Q-q-L,id-6e3251fd-1cd7-11eb-05d0-0050568b5c9f,id-cd675cb8-0a40-11eb-4ee3-0050568b5c9f,Realization,,,,
CxnDef.-3bYhlgA-IJ--q-L,id-c5c1c9a1-d353-11eb-2add-0050568bdf9a,id-c8809a02-0cc3-11ec-4d12-0050568b5c9f,Realization,,,,
CxnDef.-7jLGa_8uNuk-q-L,id-6efa40b5-7aac-11eb-32fd-0050568bdf9a,id-b139fd78-5848-11ec-19b8-0050568bdf9a,Specialization,,,,
CxnDef.-oBa-u8UA-j-q-L,id-f44b9007-e300-11eb-2ade-0050568bdf9a,id-9bd438ba-0cc5-11ec-4d12-0050568b5c9f,Realization,,,,
CxnDef.-nf8nJmx3M5-q-L,id-f44b9007-e300-11eb-2ade-0050568bdf9a,id-67d89b77-d997-11eb-3907-0050568b5c9f,Association,,,,
CxnDef.-7ShMoJ-j2qJ-q-L,id-de6cfb1b-9d0a-11eb-05d0-0050568b5c9f,id-25715bd5-c43c-11eb-32fd-0050568bdf9a,Realization,,,,
CxnDef.-7PSa3OvLdtM-q-L,id-de6cfb1b-9d0a-11eb-05d0-0050568b5c9f,id-25715bd8-c43c-11eb-32fd-0050568bdf9a,Realization,,,,
CxnDef.2cNMvL8UPl0-q-L,id-de6cfb1b-9d0a-11eb-05d0-0050568b5c9f,id-8d4ac99e-9d08-11eb-05d0-0050568b5c9f,Realization,,,,
CxnDef.-5bif9dL_SmO-q-L,id-de6cfb1b-9d0a-11eb-05d0-0050568b5c9f,id-02e80aff-a343-11eb-05d0-0050568b5c9f,Realization,,,,
CxnDef.6RV3ZcUmk1j-q-L,id-de6cfb1b-9d0a-11eb-05d0-0050568b5c9f,id-25715bcc-c43c-11eb-32fd-0050568bdf9a,Realization,,,,
CxnDef.50eHulEtEhu-q-L,id-de6cfb1b-9d0a-11eb-05d0-0050568b5c9f,id-8d4ac9a2-9d08-11eb-05d0-0050568b5c9f,Realization,,,,
CxnDef.-22pe32km0d9-q-L,id-de6cfb1b-9d0a-11eb-05d0-0050568b5c9f,id-25715bdb-c43c-11eb-32fd-0050568bdf9a,Realization,,,,
CxnDef.7GoVwp3DVWA-q-L,id-de6cfb1b-9d0a-11eb-05d0-0050568b5c9f,id-25715bc9-c43c-11eb-32fd-0050568bdf9a,Realization,,,,
CxnDef.wcu7o99OdU-q-L,id-de6cfb1b-9d0a-11eb-05d0-0050568b5c9f,id-8d4ac9a4-9d08-11eb-05d0-0050568b5c9f,Realization,,,,
CxnDef.6dZn6LBmt0N-q-L,id-5bb0a013-1795-11eb-4ee3-0050568b5c9f,id-34b22ad8-0a38-11eb-4ee3-0050568b5c9f,Realization,,,,
CxnDef.USXAk_FRCw-q-L,id-2e470588-c53f-11eb-32fd-0050568bdf9a,id-ac48ead0-acb5-11eb-32fd-0050568bdf9a,Assignment,,,,
CxnDef.FqS1QEPtpJ-q-L,id-9bd438b1-0cc5-11ec-4d12-0050568b5c9f,id-c8809a1f-0cc3-11ec-4d12-0050568b5c9f,Realization,,,,
CxnDef.-3edDeVk6kE6-q-L,id-d0369fff-f6bf-11ec-145a-0a0027000004,id-cd675cb2-0a40-11eb-4ee3-0050568b5c9f,Realization,,,,
CxnDef.-4Em7EcUE_in-q-L,id-f13d02eb-3e2d-11eb-32fd-0050568bdf9a,id-6c15197e-0a22-11eb-4ee3-0050568b5c9f,Realization,,,,
CxnDef.-5s5GeSTsSZ4-q-L,id-d56fdafa-1a9c-11eb-4ee3-0050568b5c9f,id-cd675cb5-0a40-11eb-4ee3-0050568b5c9f,Realization,,,,
CxnDef.-5_05tD3FQwD-q-L,id-ac38c9af-cd07-11eb-32fd-0050568bdf9a,id-e4ebfbf1-d994-11eb-3907-0050568b5c9f,Association,,,,
CxnDef.dBq0iTXCPe-q-L,id-ac38c9af-cd07-11eb-32fd-0050568bdf9a,id-269ae830-d351-11eb-2add-0050568bdf9a,Realization,,,,
CxnDef.2CM6_Lb1r06-q-L,id-f44b901d-e300-11eb-2ade-0050568bdf9a,id-67d89b77-d997-11eb-3907-0050568b5c9f,Association,,,,
CxnDef.4gvlSZF2qwR-q-L,id-f44b901d-e300-11eb-2ade-0050568bdf9a,id-9bd438ba-0cc5-11ec-4d12-0050568b5c9f,Realization,,,,
CxnDef.5QRVhnSp2eK-q-L,id-85c184d3-a43b-11eb-32fd-0050568bdf9a,id-2e154f60-0cc2-11ec-4d12-0050568b5c9f,Access,,,,
CxnDef.7KdV-x2NkWH-q-L,id-85c184d3-a43b-11eb-32fd-0050568bdf9a,id-d6563ff4-354e-11eb-32fd-0050568bdf9a,Access,,,,
CxnDef.-z197IBS080-q-L,id-85c184d3-a43b-11eb-32fd-0050568bdf9a,id-e4ebfbf1-d994-11eb-3907-0050568b5c9f,Triggering,,,,
